0.632911,0.795455,0.188406,0.120000,0.000000,0.000000
0.569620,0.522727,0.188406,0.120000,0.000000,0.000000
0.556962,0.727273,0.188406,0.080000,0.000000,0.000000
0.632911,0.795455,0.231884,0.240000,0.000000,0.000000
0.645570,0.863636,0.275362,0.160000,0.000000,0.000000
0.607595,0.681818,0.202899,0.120000,0.000000,0.000000
0.645570,0.863636,0.231884,0.080000,0.000000,0.000000
0.582278,0.727273,0.202899,0.080000,0.000000,0.000000
0.670886,0.840909,0.217391,0.080000,0.000000,0.000000
0.632911,0.750000,0.202899,0.080000,0.000000,0.000000
0.696203,0.590909,0.637681,0.480000,1.000000,1.000000
0.772152,0.681818,0.666667,0.560000,1.000000,1.000000
0.734177,0.590909,0.579710,0.480000,1.000000,1.000000
0.632911,0.522727,0.478261,0.400000,1.000000,1.000000
0.708861,0.613636,0.608696,0.520000,1.000000,1.000000
0.721519,0.681818,0.608696,0.480000,1.000000,1.000000
0.721519,0.659091,0.608696,0.520000,1.000000,1.000000
0.784810,0.659091,0.623188,0.520000,1.000000,1.000000
0.645570,0.568182,0.434783,0.440000,1.000000,1.000000
0.721519,0.636364,0.594203,0.520000,1.000000,1.000000
0.848101,0.704545,0.811594,0.960000,0.000000,1.000000
0.873418,0.704545,0.739130,0.920000,0.000000,1.000000
0.734177,0.613636,0.739130,0.760000,0.000000,1.000000
0.860759,0.727273,0.855072,0.920000,0.000000,1.000000
0.848101,0.750000,0.826087,1.000000,0.000000,1.000000
0.848101,0.681818,0.753623,0.920000,0.000000,1.000000
0.797468,0.568182,0.724638,0.760000,0.000000,1.000000
0.822785,0.681818,0.753623,0.800000,0.000000,1.000000
0.784810,0.772727,0.782609,0.920000,0.000000,1.000000
0.746835,0.681818,0.739130,0.720000,0.000000,1.000000
